hauljoin,species_code,year,stratum,survey,lat_mid,long_mid,numcpue
-20448,21740,2021,61,98,59.000745,-174.382515,10535.265823929736
-20441,21720,2021,82,98,60.98117,-174.876775,232.14810610198342
-20441,21740,2021,82,98,60.98117,-174.876775,15258.46188288491
-20286,21720,2021,61,98,58.3209,-172.93553,750.6086136726592
-20286,21740,2021,61,98,58.3209,-172.93553,30813.44590999814
-20269,21720,2021,61,98,58.67781,-172.36717,195.58791902973093
-20269,21740,2021,61,98,58.67781,-172.36717,62066.566305434615
-20261,21720,2021,43,98,59.828525,-173.582515,360.0193834436046
-20261,21740,2021,43,98,59.828525,-173.582515,10140.545966994863
-20246,21720,2021,43,98,59.835045,-172.905435,450.29554726092397
-20246,21740,2021,43,98,59.835045,-172.905435,10328.654115297442
-20230,21720,2021,41,98,59.33329,-171.19173,377.58118509934
-20230,21740,2021,41,98,59.33329,-171.19173,8986.432205364292
-20557,21720,2021,82,98,61.667155,-174.479945,330.0570018756521
-20557,21740,2021,82,98,61.667155,-174.479945,13883.022641394615
-20463,21720,2021,61,98,59.65141,-175.85108,179.59624967111438
-20463,21740,2021,61,98,59.65141,-175.85108,17859.849272849708
-20433,21720,2021,62,98,59.321985,-174.434005,309.50529447494364
-20433,21740,2021,62,98,59.321985,-174.434005,47180.213326524216
-20276,21720,2021,61,98,56.663035,-171.353555,130.39730755639357
-20276,21740,2021,61,98,56.663035,-171.353555,4911.631917957491
-20253,21720,2021,41,98,58.346485,-171.65334,390.1453193778353
-20253,21740,2021,41,98,58.346485,-171.65334,45881.089558833424
-20237,21720,2021,43,98,60.118695,-173.77091,413.021636000728
-20237,21740,2021,43,98,60.118695,-173.77091,9361.823749349835
-20222,21720,2021,42,98,57.330635,-170.856585,130.44075857785882
-20222,21740,2021,42,98,57.330635,-170.856585,1751.6330437598185
-20470,21720,2021,61,98,60.324525,-176.026135,405.69546121305945
-20470,21740,2021,61,98,60.324525,-176.026135,10568.3667646002
-20455,21720,2021,61,98,59.00081,-176.93791,626.960528324671
-20455,21740,2021,61,98,59.00081,-176.93791,1799.983452286959
-20440,21720,2021,41,98,60.656295,-174.82539,618.7496924963726
-20440,21740,2021,41,98,60.656295,-174.82539,103630.59365939247
-20285,21720,2021,61,98,58.01378,-172.840815,269.04875257563737
-20285,21740,2021,61,98,58.01378,-172.840815,23176.628257587046
-20260,21720,2021,62,98,59.85166,-174.22702,340.1387298326964
-20260,21740,2021,62,98,59.85166,-174.22702,24298.66051242325
-20244,21720,2021,41,98,61.01246,-174.190285,764.0828523535032
-20244,21740,2021,41,98,61.01246,-174.190285,11357.988345795318
-20229,21720,2021,41,98,58.98575,-171.135855,568.7721994159316
-20229,21740,2021,41,98,58.98575,-171.135855,6578.798439910943
-20556,21720,2021,82,98,61.65579,-175.086035,455.96655029387045
-20556,21740,2021,82,98,61.65579,-175.086035,113003.71004783089
-20462,21720,2021,61,98,59.3212,-175.755675,239.4322699888373
-20462,21740,2021,61,98,59.3212,-175.755675,24090.569934261475
-20447,21720,2021,61,98,58.67012,-174.268005,62.304866350661925
-20447,21740,2021,61,98,58.67012,-174.268005,18338.39899587816
-20432,21720,2021,62,98,59.32609,-173.80514,254.1279071108546
-20432,21740,2021,62,98,59.32609,-173.80514,4046.498213226685
-20268,21720,2021,41,98,59.01091,-172.442535,368.9399159210528
-20268,21740,2021,41,98,59.01091,-172.442535,11293.660759583337
-20252,21720,2021,41,98,58.66938,-171.715145,793.267558570605
-20252,21740,2021,41,98,58.66938,-171.715145,25852.386331877926
-20236,21720,2021,43,98,60.006885,-173.310575,1911.6618796404186
-20236,21740,2021,43,98,60.006885,-173.310575,4835.380048502236
-20469,21720,2021,61,98,59.98601,-176.700915,468.9835391467595
-20469,21740,2021,61,98,59.98601,-176.700915,8015.355032690071
-20439,21720,2021,62,98,60.317525,-174.70464,385.2673755586377
-20439,21740,2021,62,98,60.317525,-174.70464,15714.853476733906
-20283,21720,2021,61,98,57.65509,-172.796375,71.88464354957169
-20283,21740,2021,61,98,57.65509,-172.796375,25051.798277025733
-20275,21720,2021,61,98,56.996145,-171.386635,225.15934629282302
-20275,21740,2021,61,98,56.996145,-171.386635,22045.14690521549
-20259,21720,2021,43,98,60.000665,-173.97722,303.97977002471293
-20259,21740,2021,43,98,60.000665,-173.97722,26020.668314115428
-20243,21720,2021,82,98,61.32826,-174.31936,616.0343895037597
-20243,21740,2021,82,98,61.32826,-174.31936,6139.809415387471
-20221,21720,2021,42,98,57.116975,-170.470795,1277.212502445862
-20221,21740,2021,42,98,57.116975,-170.470795,127.72125024458619
-20555,21720,2021,82,98,61.3181,-175.009135,822.2732611803622
-20555,21740,2021,82,98,61.3181,-175.009135,160178.83127793454
-20461,21720,2021,61,98,58.98964,-175.731845,302.04733916210444
-20461,21740,2021,61,98,58.98964,-175.731845,6229.726370218405
-20454,21720,2021,61,98,59.010365,-176.349145,40.656408282385264
-20454,21740,2021,61,98,59.010365,-176.349145,10712.963582408516
-20446,21720,2021,61,98,58.333685,-174.305675,0
-20446,21740,2021,61,98,58.333685,-174.305675,4477.16779779361
-20373,21720,2021,43,98,59.326045,-173.15163,568.8912380391598
-20373,21740,2021,43,98,59.326045,-173.15163,13496.454198997999
-20267,21720,2021,43,98,59.334515,-172.51683,340.152953602308
-20267,21740,2021,43,98,59.334515,-172.51683,8312.487803656402
-20251,21720,2021,41,98,59.00164,-171.78198,866.5924285819515
-20251,21740,2021,41,98,59.00164,-171.78198,30271.649152964987
-20235,21720,2021,43,98,60.297585,-173.374155,5524.400821108889
-20235,21740,2021,43,98,60.297585,-173.374155,3878.0562055466376
-20228,21720,2021,41,98,58.66811,-171.08602,1124.638312440656
-20228,21740,2021,41,98,58.66811,-171.08602,4207.698513786592
-20468,21720,2021,61,98,59.6803,-176.55816,145.9535382348646
-20468,21740,2021,61,98,59.6803,-176.55816,54253.01521244538
-20438,21720,2021,61,98,57.660185,-173.379775,220.85278770327014
-20438,21740,2021,61,98,57.660185,-173.379775,11638.941911962336
-20274,21720,2021,41,98,57.32672,-171.472695,42.28219589962909
-20274,21740,2021,41,98,57.32672,-171.472695,18223.626432740137
-20258,21720,2021,43,98,60.176685,-174.34747,272.4331002276975
-20258,21740,2021,43,98,60.176685,-174.34747,18357.79967688177
-20242,21720,2021,82,98,61.322175,-173.581905,370.6659268723901
-20242,21740,2021,82,98,61.322175,-173.581905,3171.2529299082266
-20220,21720,2021,42,98,57.00174,-170.789895,36.82549231448293
-20220,21740,2021,42,98,57.00174,-170.789895,644.4461155034512
-20554,21720,2021,90,98,61.340875,-175.727785,575.0461186987196
-20554,21740,2021,90,98,61.340875,-175.727785,17451.3996022481
-20453,21720,2021,61,98,58.6744,-176.817565,462.19569492827077
-20453,21740,2021,61,98,58.6744,-176.817565,5777.446186603385
-20445,21720,2021,61,98,58.327955,-173.574345,341.04797220900383
-20445,21740,2021,61,98,58.327955,-173.574345,782.4041715383029
-20372,21720,2021,61,98,58.98877,-173.079855,201.6645391057791
-20372,21740,2021,61,98,58.98877,-173.079855,43801.53789377522
-20282,21720,2021,61,98,57.34081,-172.81453,247.9577437279661
-20282,21740,2021,61,98,57.34081,-172.81453,6408.753991738201
-20266,21720,2021,43,98,59.50246,-172.88652,551.4032395552994
-20266,21740,2021,43,98,59.50246,-172.88652,10660.462631402455
-20250,21720,2021,43,98,59.35727,-171.82074,276.83631459678793
-20250,21740,2021,43,98,59.35727,-171.82074,17539.557931953634
-20227,21720,2021,41,98,58.330625,-171.01702,581.1839880203952
-20227,21740,2021,41,98,58.330625,-171.01702,5070.32927479862
-20467,21720,2021,61,98,59.663745,-177.14101,82.29897918815185
-20467,21740,2021,61,98,59.663745,-177.14101,10534.269336083436
-20460,21720,2021,61,98,59.337435,-175.096245,1025.463437401039
-20460,21740,2021,61,98,59.337435,-175.096245,14569.320157792123
-20437,21720,2021,61,98,57.33737,-173.323425,662.8144348824701
-20437,21740,2021,61,98,57.33737,-173.323425,9302.257758522943
-20273,21720,2021,61,98,57.34438,-172.104475,207.36005435819408
-20273,21740,2021,61,98,57.34438,-172.104475,5474.305435056324
-20257,21720,2021,43,98,60.34057,-174.070425,459.2507140899337
-20257,21740,2021,43,98,60.34057,-174.070425,15674.426546112954
-20234,21720,2021,43,98,60.177545,-173.022905,5558.062642681319
-20234,21740,2021,43,98,60.177545,-173.022905,546.0552771757085
-20219,21720,2021,42,98,56.83131,-170.475335,919.6911860935335
-20219,21740,2021,42,98,56.83131,-170.475335,6322.876904393043
-20474,21720,2021,90,98,60.97676,-176.268855,478.8875949207266
-20474,21740,2021,90,98,60.97676,-176.268855,35937.39081883366
-20452,21720,2021,61,98,58.66987,-176.191165,78.57150714293572
-20452,21740,2021,61,98,58.66987,-176.191165,4026.7897410754554
-20444,21720,2021,61,98,58.00135,-173.48205,723.4782040274926
-20444,21740,2021,61,98,58.00135,-173.48205,7170.945728154852
-20281,21720,2021,61,98,57.005965,-172.05922,81.38251311153668
-20281,21740,2021,61,98,57.005965,-172.05922,8199.288195987321
-20265,21720,2021,43,98,59.686405,-173.20225,536.4915351952891
-20265,21740,2021,43,98,59.686405,-173.20225,23399.284650440688
-20249,21720,2021,43,98,59.676585,-171.8946,643.5822545443532
-20249,21740,2021,43,98,59.676585,-171.8946,27768.681394604886
-20241,21720,2021,41,98,61.007225,-173.49849,830.0528509548587
-20241,21740,2021,41,98,61.007225,-173.49849,9109.297954068707
-20226,21720,2021,42,98,58.001605,-170.96907,179.4821938706831
-20226,21740,2021,42,98,58.001605,-170.96907,47582.723841716645
-20459,21720,2021,61,98,59.679965,-175.12022,186.02818376591568
-20459,21740,2021,61,98,59.679965,-175.12022,17982.724430705184
-18163,21720,2018,82,98,61.993915,-173.72688,526.3702216953467
-18163,21740,2018,82,98,61.993915,-173.72688,49141.923897477565
-18136,21720,2018,61,98,60.002995,-177.8931,86.36401950583199
-18136,21740,2018,61,98,60.002995,-177.8931,20964.865735040716
-18032,21720,2018,41,98,60.65953,-171.433515,411.72006675932533
-18032,21740,2018,41,98,60.65953,-171.433515,17400.59018988096
-18012,21720,2018,61,98,60.673365,-176.20809,254.03989483154817
-18012,21740,2018,61,98,60.673365,-176.20809,15750.473479555987
-17984,21720,2018,61,98,58.0063,-172.829405,165.70557433552065
-17984,21740,2018,61,98,58.0063,-172.829405,10087.32683767482
-17975,21720,2018,61,98,57.349095,-172.814655,73.35462818189454
-17975,21740,2018,61,98,57.349095,-172.814655,3887.7952936404104
-18170,21720,2018,61,98,59.35171,-175.76193,215.90527527404424
-18170,21740,2018,61,98,59.35171,-175.76193,11658.884864798389
-18148,21720,2018,61,98,59.0032,-176.26943,446.24194667158844
-18148,21740,2018,61,98,59.0032,-176.26943,230818.6469158791
-18128,21720,2018,61,98,60.67557,-178.158935,130.93492964211555
-18128,21740,2018,61,98,60.67557,-178.158935,42516.44215378981
-18024,21720,2018,62,98,59.33564,-174.44146,155.30355827630135
-18024,21740,2018,62,98,59.33564,-174.44146,15976.8535576745
-17991,21720,2018,61,98,57.323815,-173.33292,19.903254261684804
-17991,21740,2018,61,98,57.323815,-173.33292,756.3236619440225
-17974,21720,2018,61,98,57.010465,-172.646245,586.8253064568692
-17974,21740,2018,61,98,57.010465,-172.646245,40.47071079012891
-18746,21720,2019,10,98,58.34465,-162.72795,314.91360078897
-18746,21740,2019,10,98,58.34465,-162.72795,314.91360078897
-18738,21720,2019,10,98,56.34064,-161.611815,1106.8489555396927
-18738,21740,2019,10,98,56.34064,-161.611815,32629.907209310142
-18730,21720,2019,10,98,58.00326,-160.21023,5576.517285709876
-18730,21740,2019,10,98,58.00326,-160.21023,4116.000853738242
-18162,21720,2018,82,98,61.671415,-173.70258,457.41942076612816
-18162,21740,2018,82,98,61.671415,-173.70258,2858.8713797883006
-18155,21720,2018,90,98,60.99612,-177.606585,126.23696711141984
-18155,21740,2018,90,98,60.99612,-177.606585,6837.8357185352415
-18135,21720,2018,61,98,59.991195,-177.20247,59.32920736930458
-18135,21740,2018,61,98,59.991195,-177.20247,13685.270499852923
-18031,21720,2018,41,98,60.669705,-172.115335,624.3903608614139
-18031,21740,2018,41,98,60.669705,-172.115335,6743.415897303271
-18011,21720,2018,90,98,61.000345,-176.29536,139.3288029975915
-18011,21740,2018,90,98,61.000345,-176.29536,16560.22344199945
-18003,21720,2018,43,98,59.66633,-172.56053,346.72567366554875
-18003,21740,2018,43,98,59.66633,-172.56053,3569.234875968884
-18169,21720,2018,61,98,59.678725,-175.875595,299.44878389241956
-18169,21740,2018,61,98,59.678725,-175.875595,14972.439194620978
-18143,21720,2018,82,98,61.33124,-173.600065,272.0899638256393
-18143,21740,2018,82,98,61.33124,-173.600065,3432.5195436465265
-18127,21720,2018,61,98,60.6752,-177.483495,136.54787313813074
-18127,21740,2018,61,98,60.6752,-177.483495,9558.35111966915
-18023,21720,2018,61,98,58.987095,-174.370675,388.50711589633477
-18023,21740,2018,61,98,58.987095,-174.370675,48433.8871150764
-17990,21720,2018,62,98,59.66394,-174.45041,783.930758489451
-17990,21740,2018,62,98,59.66394,-174.45041,6017.198254351462
-17973,21720,2018,61,98,56.68114,-172.578965,365.491305108048
-17973,21740,2018,61,98,56.68114,-172.578965,968.5519585363272
-18745,21720,2019,10,98,58.682715,-162.70381,2783.4794732669307
-18745,21740,2019,10,98,58.682715,-162.70381,1234.412635970552
-18737,21720,2019,10,98,56.337545,-160.980725,4661.150143681063
-18737,21740,2019,10,98,56.337545,-160.980725,1731.2843390815376
-18729,21720,2019,10,98,58.27461,-159.98983,191.28701971714867
-18729,21740,2019,10,98,58.27461,-159.98983,167.37614225250508
-18154,21720,2018,90,98,60.988145,-176.97397,241.91057630400576
-18154,21740,2018,90,98,60.988145,-176.97397,8180.975853190013
-18134,21720,2018,61,98,59.67394,-177.12726,216.68837752883215
-18134,21740,2018,61,98,59.67394,-177.12726,117957.27314933154
-18030,21720,2018,41,98,60.670545,-172.786115,4513.421295989678
-18030,21740,2018,41,98,60.670545,-172.786115,3851.1257797303233
-18002,21720,2018,41,98,61.00166,-174.17948,419.1657031738521
-18002,21740,2018,41,98,61.00166,-174.17948,45424.325412366394
-17981,21720,2018,61,98,57.66678,-172.785325,137.11252001842792
-17981,21740,2018,61,98,57.66678,-172.785325,17197.827510882817
-18168,21720,2018,61,98,60.352405,-175.39697,229.43157409790948
-18168,21740,2018,61,98,60.352405,-175.39697,25627.506826736488
-18161,21720,2018,82,98,61.667065,-174.451145,266.1991390710305
-18161,21740,2018,82,98,61.667065,-174.451145,4300.139938839724
-18142,21720,2018,82,98,61.3374,-174.338885,123.1432309705226
-18142,21740,2018,82,98,61.3374,-174.338885,1806.1007209009979
-18126,21720,2018,61,98,60.32899,-177.36893,304.72106169205875
-18126,21740,2018,61,98,60.32899,-177.36893,8857.225526515842
-18022,21720,2018,61,98,58.66493,-174.27399,204.46485061482022
-18022,21740,2018,61,98,58.66493,-174.27399,1728.6573733798436
-18010,21720,2018,90,98,60.997315,-175.54529,235.10382184772794
-18010,21740,2018,90,98,60.997315,-175.54529,63713.13572073427
-17989,21720,2018,43,98,59.50244,-173.49805,935.5917383847349
-17989,21740,2018,43,98,59.50244,-173.49805,67787.87413569397
-17980,21720,2018,61,98,58.3367,-172.27075,0
-17980,21740,2018,61,98,58.3367,-172.27075,1096.8581594879627
-18751,21720,2019,31,98,56.657335,-162.81106,370.49551552228013
-18751,21740,2019,31,98,56.657335,-162.81106,4422.790216547219
-18743,21720,2019,10,98,57.99547,-161.475725,7321.59447854155
-18743,21740,2019,10,98,57.99547,-161.475725,719.0851719996166
-18736,21720,2019,31,98,56.668765,-160.962115,2269.7196508665843
-18736,21740,2019,31,98,56.668765,-160.962115,9250.178199758155
-18727,21720,2019,10,98,57.98709,-158.97922,637.1385061947915
-18727,21740,2019,10,98,57.98709,-158.97922,377.56355922654313
-18153,21720,2018,61,98,60.65491,-176.820555,154.23972616895975
-18153,21740,2018,61,98,60.65491,-176.820555,4539.0547986865295
-18133,21720,2018,61,98,59.334105,-177.05982,97.30285060766408
-18133,21740,2018,61,98,59.334105,-177.05982,1187.0947774135018
-18029,21720,2018,41,98,60.663595,-173.467895,3510.580158871502
-18029,21740,2018,41,98,60.663595,-173.467895,3688.0814028593873
-18001,21720,2018,41,98,60.998575,-173.50817,194.67390790154786
-18001,21740,2018,41,98,60.998575,-173.50817,6575.652000230061
-18160,21720,2018,82,98,62.00416,-175.225525,169.4046337672986
-18160,21740,2018,82,98,62.00416,-175.225525,8364.353792260368
-18141,21720,2018,82,98,61.665515,-175.082045,200.66282140515264
-18141,21740,2018,82,98,61.665515,-175.082045,3852.726170978931
-18036,21720,2018,61,98,58.675645,-175.54611,224.50173803633044
-18036,21740,2018,61,98,58.675645,-175.54611,1103.800212011958
-18009,21720,2018,82,98,61.00018,-174.86463,297.4506945728676
-18009,21740,2018,82,98,61.00018,-174.86463,3739.3801603446213
-17988,21720,2018,62,98,59.34186,-173.803345,218.65300130464283
-17988,21740,2018,62,98,59.34186,-173.803345,8587.099687600517
-17979,21720,2018,61,98,58.673815,-172.36066,19.57618499150276
-17979,21740,2018,61,98,58.673815,-172.36066,1135.4187295071602
-18750,21720,2019,31,98,57.00219,-162.78483,1436.7776137070439
-18750,21740,2019,31,98,57.00219,-162.78483,48386.96221645657
-18742,21720,2019,10,98,57.66287,-161.48629,1880.8359018913509
-18742,21740,2019,10,98,57.66287,-161.48629,508.93206757060085
-18167,21720,2018,61,98,60.662465,-175.44815,282.6906144758905
-18167,21740,2018,61,98,60.662465,-175.44815,19679.615853898533
-18152,21720,2018,61,98,60.328655,-176.733795,151.6666803166679
-18152,21740,2018,61,98,60.328655,-176.733795,6695.000602550054
-18132,21720,2018,61,98,59.01064,-177.58429,149.51358651453236
-18132,21740,2018,61,98,59.01064,-177.58429,205.581181457482
-18028,21720,2018,61,98,59.664355,-175.097955,127.75710206521272
-18028,21740,2018,61,98,59.664355,-175.097955,15969.63775815159
-18021,21720,2018,61,98,58.326685,-174.29625,80.47523523514823
-18021,21740,2018,61,98,58.326685,-174.29625,27985.263053022798
-18000,21720,2018,41,98,61.0005,-172.79938,0
-18000,21740,2018,41,98,61.0005,-172.79938,11246.435174025017
-18735,21720,2019,31,98,56.665545,-160.373115,34482.94808743739
-18735,21740,2019,31,98,56.665545,-160.373115,2905.1567985753113
-18725,21720,2019,10,98,57.63733,-159.028095,6282.373636054331
-18725,21740,2019,10,98,57.63733,-159.028095,6752.963421526565
-18159,21720,2018,82,98,62.000355,-175.82484,251.29885909480308
-18159,21740,2018,82,98,62.000355,-175.82484,8041.5634910336985
-18140,21720,2018,82,98,61.342265,-174.998755,118.66359164472247
-18140,21740,2018,82,98,61.342265,-174.998755,2254.608241249727
-18035,21720,2018,61,98,58.67939,-174.92289,458.34555588149016
-18035,21740,2018,61,98,58.67939,-174.92289,305.5637039209935
-18008,21720,2018,41,98,60.675265,-174.141685,210.41816528237464
-18008,21740,2018,41,98,60.675265,-174.141685,6017.9595270759155
-17987,21720,2018,61,98,58.99857,-173.72279,139.57980894315753
-17987,21740,2018,61,98,58.99857,-173.72279,1834.477488967213
-17978,21720,2018,41,98,59.00315,-172.444205,225.79319404301722
-17978,21740,2018,41,98,59.00315,-172.444205,1518.9723962893886
-18166,21720,2018,41,98,60.66344,-174.812665,173.50916318157246
-18166,21740,2018,41,98,60.66344,-174.812665,11711.868514756141
-18151,21720,2018,61,98,59.98237,-176.72034,73.29401760791048
-18151,21740,2018,61,98,59.98237,-176.72034,25799.494197984488
-18131,21720,2018,61,98,58.989435,-176.94373,111.49407881891796
-18131,21740,2018,61,98,58.989435,-176.94373,111.49407881891796
-18020,21720,2018,61,98,58.31301,-173.55652,136.3759190519302
-18020,21740,2018,61,98,58.31301,-173.55652,22989.083497325377
-17999,21720,2018,41,98,61.000265,-172.15882,492.2975131098828
-17999,21740,2018,41,98,61.000265,-172.15882,4516.294576790664
-18749,21720,2019,10,98,57.335665,-162.752235,7116.918023271398
-18749,21740,2019,10,98,57.335665,-162.752235,148946.92720132283
-18741,21720,2019,31,98,57.32176,-161.553565,3367.6837071462246
-18741,21740,2019,31,98,57.32176,-161.553565,13339.526372462318
-18733,21720,2019,10,98,56.682295,-159.72446,4883.516232759365
-18733,21740,2019,10,98,56.682295,-159.72446,2964.1242805803113
-18724,21720,2019,10,98,57.346585,-159.059015,7906.483821306798
-18724,21740,2019,10,98,57.346585,-159.059015,19326.960452083284
-18158,21720,2018,82,98,61.67302,-175.82275,135.20534011646936
-18158,21740,2018,82,98,61.67302,-175.82275,7416.978657817747
-18139,21720,2018,90,98,61.33998,-175.671435,342.0249518871488
-18139,21740,2018,90,98,61.33998,-175.671435,6438.116741405154
-18027,21720,2018,61,98,59.999,-175.24836,204.7291617446364
-18027,21740,2018,61,98,59.999,-175.24836,16972.04750863036
-18006,21720,2018,43,98,60.33871,-174.077065,201.46284589961863
-18006,21740,2018,43,98,60.33871,-174.077065,23530.860401075457
-17986,21720,2018,61,98,58.68166,-173.63313,264.14388933590163
-17986,21740,2018,61,98,58.68166,-173.63313,5831.484326107982
-18165,21720,2018,62,98,60.324445,-174.706105,241.8535657277374
-18165,21740,2018,62,98,60.324445,-174.706105,5744.022186033762
-18150,21720,2018,61,98,59.63736,-176.52038,99.45182155956368
-18150,21740,2018,61,98,59.63736,-176.52038,15912.29144953019
-18034,21720,2018,61,98,58.996355,-175.027185,515.8839944927173
-18034,21740,2018,61,98,58.996355,-175.027185,332450.3855938068
-18019,21720,2018,61,98,57.9849,-173.45652,194.26577173865067
-18019,21740,2018,61,98,57.9849,-173.45652,23214.75972276876
-17998,21720,2018,41,98,60.99658,-171.479675,511.0005646556239
-17998,21740,2018,41,98,60.99658,-171.479675,4088.0045172449913
-17977,21720,2018,43,98,59.33064,-172.500785,270.6900802758502
-17977,21740,2018,43,98,59.33064,-172.500785,11272.308342915761
-18748,21720,2019,10,98,57.67432,-162.731725,218.48811468353745
-18748,21740,2019,10,98,57.67432,-162.731725,393.2786064303674
-18740,21720,2019,31,98,56.998895,-161.54974,2796.0539333854344
-18740,21740,2019,31,98,56.998895,-161.54974,8431.17801451608
-18732,21720,2019,31,98,57.328155,-160.29745,3649.838231746169
-18732,21740,2019,31,98,57.328155,-160.29745,1917.71161329036
-18722,21720,2019,10,98,57.00388,-159.13627,5945.397469638837
-18722,21740,2019,10,98,57.00388,-159.13627,1370.1327502048348
-18157,21720,2018,90,98,61.66659,-176.484,307.1158546081078
-18157,21740,2018,90,98,61.66659,-176.484,7458.527897625475
-18138,21720,2018,90,98,61.33123,-176.297255,186.47174816269387
-18138,21740,2018,90,98,61.33123,-176.297255,3936.625794545759
-18130,21720,2018,61,98,58.668155,-176.848235,74.51916045968635
-18130,21740,2018,61,98,58.668155,-176.848235,74.51916045968635
-18026,21720,2018,61,98,60.003255,-175.91188,219.4454788306333
-18026,21740,2018,61,98,60.003255,-175.91188,10792.727640670237
-18005,21720,2018,43,98,60.16513,-174.35946,501.66359675300845
-18005,21740,2018,43,98,60.16513,-174.35946,6280.828231347666
-18164,21720,2018,82,98,62.00247,-174.466575,87.07500431892021
-18164,21740,2018,82,98,62.00247,-174.466575,20462.62601494625
-18149,21720,2018,61,98,59.32824,-176.387795,73.66625767160407
-18149,21740,2018,61,98,59.32824,-176.387795,62321.653990177045
-18033,21720,2018,61,98,59.32966,-175.091775,136.8202000405144
-18033,21740,2018,61,98,59.32966,-175.091775,4515.0666013369755
-18018,21720,2018,61,98,57.65904,-173.37938,571.2489307509933
-18018,21740,2018,61,98,57.65904,-173.37938,23660.762164008884
-17997,21720,2018,61,98,56.99363,-173.24824,118.19582116310362
-17997,21740,2018,61,98,56.99363,-173.24824,6169.821864714008
-17985,21720,2018,61,98,58.324,-172.9208,21.714666502677506
-17985,21740,2018,61,98,58.324,-172.9208,7860.709273969257
-17976,21720,2018,43,98,59.498545,-172.865365,830.2990620224718
-17976,21740,2018,43,98,59.498545,-172.865365,1717.209423728294
-18747,21720,2019,10,98,58.01388,-162.73553,547.1060597011251
-18747,21740,2019,10,98,58.01388,-162.73553,136.77651492528128
-18739,21720,2019,31,98,56.66329,-161.59518,2884.33602759453
-18739,21740,2019,31,98,56.66329,-161.59518,9264.836937121825
-18731,21720,2019,31,98,57.67785,-160.261015,2592.13274531461
-18731,21740,2019,31,98,57.67785,-160.261015,680.9840263114654
-18171,21720,2018,61,98,59.01932,-175.74174,110.16702378409097
-18171,21740,2018,61,98,59.01932,-175.74174,188539.8445040933
-18156,21720,2018,90,98,61.32818,-177.007465,379.30223560737664
-18156,21740,2018,90,98,61.32818,-177.007465,74806.82980034374
-18129,21720,2018,61,98,58.670185,-176.18125,120.64075926468252
-18129,21740,2018,61,98,58.670185,-176.18125,3498.582018675793
-18025,21720,2018,61,98,60.330825,-176.028725,170.6677589403239
-18025,21740,2018,61,98,60.330825,-176.028725,2282.681275826832
-18004,21720,2018,62,98,60.04184,-174.604385,146.42842761493716
-18004,21740,2018,62,98,60.04184,-174.604385,1255.100808128033
-17875,21720,2018,43,98,60.006755,-173.268975,824.4324707140419
-17875,21740,2018,43,98,60.006755,-173.268975,15597.371067562954
-17852,21720,2018,32,98,56.997595,-168.977385,718.6429685164761
-17852,21740,2018,32,98,56.997595,-168.977385,269.49111319367853
-17837,21720,2018,42,98,57.00174,-170.160215,91.74108875801258
-17837,21740,2018,42,98,57.00174,-170.160215,7866.798360999579
-17815,21720,2018,42,98,57.513545,-169.36144,418.46417954992336
-17815,21740,2018,42,98,57.513545,-169.36144,13286.237700710068
-17730,21720,2018,41,98,59.33451,-170.530675,352.1680761503389
-17730,21740,2018,41,98,59.33451,-170.530675,1532.9669197132398
-17723,21720,2018,31,98,56.005935,-165.789585,0
-17723,21740,2018,31,98,56.005935,-165.789585,165.25406800775025
-17898,21720,2018,61,98,58.70274,-173.01226,0
-17898,21740,2018,61,98,58.70274,-173.01226,1584.9786292048161
-17890,21720,2018,61,98,57.00754,-171.380455,191.25182286893673
-17890,21740,2018,61,98,57.00754,-171.380455,5716.3044835271085
-17867,21720,2018,41,98,58.97688,-171.124705,339.67688406242
-17867,21740,2018,41,98,58.97688,-171.124705,2186.669941151829
-17860,21720,2018,61,98,57.99266,-172.231205,304.54046691088644
-17860,21740,2018,61,98,57.99266,-172.231205,1908.4535926415551
-17844,21720,2018,50,98,56.37008,-169.45755,223.0874331916877
-17844,21740,2018,50,98,56.37008,-169.45755,956.0889993929472
-17822,21720,2018,41,98,58.68202,-169.156425,501.3719587859488
-17822,21740,2018,41,98,58.68202,-169.156425,19097.713702846595
-17806,21720,2018,41,98,58.323485,-170.362355,186.97341663899286
-17806,21740,2018,41,98,58.323485,-170.362355,2139.8068793129182
-17882,21720,2018,43,98,59.333095,-171.82932,939.8582108046013
-17882,21740,2018,43,98,59.333095,-171.82932,2010.859427767984
-17874,21720,2018,43,98,60.1763,-173.01342,4000.506887755072
-17874,21740,2018,43,98,60.1763,-173.01342,13158.530008253203
-17851,21720,2018,32,98,56.83543,-169.300715,552.0582664376728
-17851,21740,2018,32,98,56.83543,-169.300715,1771.1869381542006
-17836,21720,2018,20,98,58.67515,-168.51751,1802.9257879687157
-17836,21740,2018,20,98,58.67515,-168.51751,22829.255107396075
-17829,21720,2018,32,98,57.32737,-168.36603,384.84736616716367
-17829,21740,2018,32,98,57.32737,-168.36603,889.959534261566
-17814,21720,2018,42,98,57.37404,-168.955915,1490.3204365067268
-17814,21740,2018,42,98,57.37404,-168.955915,20029.003442143436
-17722,21720,2018,31,98,56.32439,-165.808875,142.0844701105831
-17722,21740,2018,31,98,56.32439,-165.808875,1806.5025485488427
-17714,21720,2018,20,98,59.67208,-169.28376,394.0494125353738
-17714,21740,2018,20,98,59.67208,-169.28376,27721.376171863547
